direction,breakout_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,result,entry_type,pnl,rr_multiple,range_high,range_low,range_width,breakout_close,ema_value
SHORT,2025-01-20 03:05:00,2025-01-20 03:05:00,2025-01-20 04:10:00,2689.98,2696.19,2677.56,2696.19,LOSS,BREAKOUT,-6.210000000000036,-1.0,2696.19,2690.61,5.579999999999927,2689.98,2681.7132226112612
LONG,2025-01-20 08:40:00,2025-01-20 08:40:00,2025-01-20 09:55:00,2710.27,2703.67,2723.47,2703.67,LOSS,BREAKOUT,-6.599999999999909,-1.0,2709.88,2703.67,6.210000000000036,2710.27,2682.8593278149942
SHORT,2025-01-21 08:35:00,2025-01-21 08:35:00,2025-01-21 09:35:00,2724.3,2729.48,2713.9400000000005,2729.48,LOSS,BREAKOUT,-5.179999999999836,-1.0,2729.48,2724.33,5.150000000000091,2724.3,2688.4951632627726
LONG,2025-01-21 09:40:00,2025-01-21 09:40:00,2025-01-21 10:40:00,2731.67,2722.7,2749.6100000000006,2722.7,LOSS,BREAKOUT,-8.970000000000255,-1.0,2731.6,2722.7,8.900000000000091,2731.67,2688.9058581556806
SHORT,2025-01-21 13:00:00,2025-01-21 13:00:00,2025-01-21 13:45:00,2718.19,2724.04,2706.4900000000002,2724.04,LOSS,BREAKOUT,-5.849999999999909,-1.0,2724.04,2718.93,5.110000000000127,2718.19,2690.201327468118
LONG,2025-01-21 14:20:00,2025-01-21 14:20:00,2025-01-21 18:20:00,2725.71,2716.43,2744.2700000000004,2744.2700000000004,WIN,BREAKOUT,18.5600000000004,2.0,2724.94,2716.43,8.510000000000218,2725.71,2690.5650953540076
LONG,2025-01-22 07:45:00,2025-01-22 07:45:00,2025-01-22 08:15:00,2756.45,2750.25,2768.8499999999995,2750.25,LOSS,BREAKOUT,-6.199999999999818,-1.0,2755.68,2750.25,5.429999999999836,2756.45,2698.577928946107
LONG,2025-01-22 12:35:00,2025-01-22 12:35:00,2025-01-22 13:15:00,2763.07,2757.5,2774.2100000000005,2757.5,LOSS,BREAKOUT,-5.570000000000164,-1.0,2762.73,2757.5,5.230000000000018,2763.07,2701.254750766018
LONG,2025-01-22 14:55:00,2025-01-22 14:55:00,2025-01-22 15:35:00,2758.15,2751.64,2771.1700000000005,2751.64,LOSS,BREAKOUT,-6.510000000000218,-1.0,2757.94,2751.64,6.300000000000182,2758.15,2702.364121806022
SHORT,2025-01-23 14:20:00,2025-01-23 14:20:00,2025-01-23 18:40:00,2746.38,2754.45,2730.2400000000007,2754.45,LOSS,BREAKOUT,-8.069999999999709,-1.0,2754.45,2746.82,7.629999999999654,2746.38,2712.867245974387
SHORT,2025-01-24 16:20:00,2025-01-24 16:20:00,2025-01-24 17:20:00,2776.09,2784.58,2759.1100000000006,2784.58,LOSS,BREAKOUT,-8.489999999999782,-1.0,2784.58,2776.69,7.889999999999873,2776.09,2724.5209116172005
LONG,2025-01-24 17:25:00,2025-01-24 17:25:00,2025-01-24 18:15:00,2784.93,2773.87,2807.0499999999997,2773.87,LOSS,BREAKOUT,-11.059999999999945,-1.0,2784.79,2773.87,10.920000000000073,2784.93,2725.0313503075763
LONG,2025-01-27 03:00:00,2025-01-27 03:00:00,2025-01-27 03:35:00,2771.6,2765.83,2783.14,2765.83,LOSS,BREAKOUT,-5.769999999999982,-1.0,2770.94,2765.83,5.110000000000127,2771.6,2729.1909214604884
LONG,2025-01-27 10:10:00,2025-01-27 10:10:00,2025-01-27 12:45:00,2754.46,2747.32,2768.74,2768.74,WIN,BREAKOUT,14.279999999999745,2.0,2753.67,2747.32,6.349999999999909,2754.46,2730.980466384627
LONG,2025-01-27 12:50:00,2025-01-27 12:50:00,2025-01-27 14:20:00,2770.26,2762.66,2785.460000000001,2762.66,LOSS,BREAKOUT,-7.600000000000364,-1.0,2768.75,2762.66,6.0900000000001455,2770.26,2731.6691945570064
SHORT,2025-01-27 15:00:00,2025-01-27 15:00:00,2025-01-27 18:45:00,2760.17,2771.52,2737.4700000000003,2737.4700000000003,WIN,BREAKOUT,22.699999999999818,2.0,2771.52,2760.44,11.079999999999927,2760.17,2732.601596563697
SHORT,2025-01-28 10:20:00,2025-01-28 10:20:00,2025-01-28 11:05:00,2737.11,2743.03,2725.27,2743.03,LOSS,BREAKOUT,-5.920000000000073,-1.0,2743.03,2737.33,5.700000000000273,2737.11,2733.8632403803667
