WindowID,EntryTime,Loss_baseline_breakout,Loss_pullback_ema,Loss_pullback_ema_reversal,Loss_pullback_only,Loss_reversal_failed_move,Loss_reversal_only,R_Multiple_baseline_breakout,R_Multiple_pullback_ema,R_Multiple_pullback_ema_reversal,R_Multiple_pullback_only,R_Multiple_reversal_failed_move,R_Multiple_reversal_only,TradeTaken_baseline_breakout,TradeTaken_pullback_ema,TradeTaken_pullback_ema_reversal,TradeTaken_pullback_only,TradeTaken_reversal_failed_move,TradeTaken_reversal_only,Win_baseline_breakout,Win_pullback_ema,Win_pullback_ema_reversal,Win_pullback_only,Win_reversal_failed_move,Win_reversal_only,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,RangeHigh,RangeLow,RangeWidth,RangeMid,EntryOffset,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeAtrRatio,ATR_Value,PriceAboveEMA200_5M,Price_Above_EMA200_5M,Price_Above_EMA200_1H,Market,BestMode,BestResult,BestRR,TargetWin
2025-07-08_1000,2025-07-08 11:00:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22754.67550417441,22747.496679076325,22737.235579335585,22717.24770951496,22678.1271192504,11.826275489627667,0.0519727085457546,1.1840313172688388,0.0,1.0,0,0,22752.15,22728.65,23.5,22740.4,14.37999999999738,2.6299999999973807,0.8009075439594281,0.2223861605713518,1.9871006743087347,11.826275489627667,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-08_1000,2025-07-08 11:05:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,22755.270403339528,22748.419708251204,22738.036144851834,22717.64972235561,22678.1271192504,11.31610542434398,0.0497244022310914,1.118952400043164,0.0,1.0,0,0,22752.15,22728.65,23.5,22740.4,11.75,2.6299999999973807,0.8009075439594281,0.2223861605713518,1.9871006743087347,11.826275489627667,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-08_1630,2025-07-08 16:55:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22716.543691916864,22728.625491865045,22736.415294102582,22729.03673749203,22680.720180477445,23.19245444441528,0.1022278122981072,1.6825218449882395,0.0,0.3333333333333333,0,0,22748.9,22695.15,53.75,22722.025,-34.99500000000262,8.12000000000262,0.8511904761904762,0.3501138708481072,2.317564108137893,23.19245444441528,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-08_1630,2025-07-08 17:00:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,22713.54095353349,22726.16226533186,22735.04724335346,22728.763038611512,22680.890725945334,23.466793851826573,0.1033709791887444,1.62467845507857,0.0,0.3333333333333333,0,0,22748.9,22695.15,53.75,22722.025,-26.875,8.12000000000262,0.8511904761904762,0.3501138708481072,2.317564108137893,23.19245444441528,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-08_1630,2025-07-08 19:25:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,22724.767875059795,22712.97121870916,22715.13549592511,22722.30874886292,22681.578566821645,19.183249775905463,0.0843204203522636,0.7584346415087556,0.0,0.6666666666666666,0,0,22748.9,22695.15,53.75,22722.025,26.875,1.5799999999981085,0.8806699232378957,0.0810100632414257,2.7558803159695247,19.50374974142904,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-07-09_0300,2025-07-09 03:30:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22687.9198309537,22699.068263978355,22706.65039074094,22715.141660896858,22684.92504477369,9.263567435015416,0.0408574440632447,0.9034903608794046,0.5,0.0,0,1,22706.15,22677.65,28.5,22691.9,-19.0,4.75,0.7948717948717948,0.5127614208372301,3.0765685250233807,9.263567435015416,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-09_0300,2025-07-09 03:35:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,22686.291864762963,22697.314785434864,22705.59664992757,22714.789803574506,22684.92504477369,9.579091777013012,0.0422362640952117,0.951299787157348,0.5,0.0,0,1,22706.15,22677.65,28.5,22691.9,-14.25,4.75,0.7948717948717948,0.5127614208372301,3.0765685250233807,9.263567435015416,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-07-09_1000,2025-07-09 12:10:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,22702.14007438104,22698.596508787883,22694.10283383044,22699.160299455263,22686.035689757977,8.75073856625199,0.0385218819553729,0.9389112694882996,0.5,1.0,0,1,22708.65,22682.9,25.75,22695.775,20.50499999999738,7.629999999997381,0.8654937570940825,0.8719264028093768,2.9426087643970065,8.75073856625199,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-07-09_1630,2025-07-09 16:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22824.026483021087,22789.28791377454,22759.41370023764,22722.81969633926,22689.67043569712,20.582519472150988,0.0899098367674467,1.7537036695122752,0.0,1.0,0,0,22871.53,22785.53,86.0,22828.53,63.87000000000262,20.87000000000262,0.937984496124031,1.0139672175819197,4.178302861142029,20.582519472150988,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-09_1630,2025-07-09 17:25:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,22870.854330729653,22839.83330433136,22793.96576933065,22735.39401750944,22690.34157564043,23.36399577953747,0.1022308673896752,1.419035676785284,0.0,1.0,0,0,22871.53,22785.53,86.0,22828.53,43.0,20.87000000000262,0.937984496124031,1.0139672175819197,4.178302861142029,20.582519472150988,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-09_1630,2025-07-09 18:20:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,22775.75465461119,22794.17227186909,22785.951393701573,22739.27695044652,22691.0152913057,27.415536554937205,0.1203457168910334,1.064127460926333,0.0,0.6666666666666666,0,0,22871.53,22785.53,86.0,22828.53,-65.43249999999898,0.0,0.283413848631333,0.0,2.688068271804166,31.993235031295868,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-07-10_0300,2025-07-10 03:25:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22832.997270011885,22842.176988225307,22842.58193671634,22797.27701730157,22701.816444252512,7.650304645397375,0.0335213579307383,1.1757247564581,0.0,0.3333333333333333,0,0,22844.3,22825.05,19.25,22834.675,-12.49499999999898,2.8699999999989814,0.4345307068365651,0.3751484591826874,2.5162396652506263,7.650304645397375,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-10_0300,2025-07-10 03:30:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,22831.78381600952,22840.79089838664,22841.96813527648,22797.57207185579,22701.816444252512,8.079597359344255,0.0353950240323348,1.2282944372741402,0.0,0.3333333333333333,0,0,22844.3,22825.05,19.25,22834.675,-9.625,2.8699999999989814,0.4345307068365651,0.3751484591826874,2.5162396652506263,7.650304645397375,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-10_0300,2025-07-10 04:25:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,22814.853804649552,22823.65449226631,22832.3636269772,22799.42056991285,22702.79021097637,7.580519953410651,0.0332305068155594,0.981571247602509,0.0,0.3333333333333333,0,0,22844.3,22825.05,19.25,22834.675,-23.80749999999898,0.0,0.4345307068365651,0.0,2.5162396652506263,7.650304645397375,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-10_1000,2025-07-10 11:25:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22834.294418423768,22823.39186742827,22814.89241265964,22805.75864306512,22710.58880829644,9.25982331315867,0.0405316102831387,1.1416668721148735,0.0,1.0,0,0,22805.43,22792.55,12.88000000000102,22798.99,46.94000000000233,40.5,0.2621231979029794,4.373733561681192,1.390955266036005,9.25982331315867,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-10_1630,2025-07-10 16:55:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,22820.49004752925,22840.711210625934,22847.15821048481,22827.730487331268,22716.84552843078,27.495315929018066,0.1207547620792596,1.8763025853893296,0.0,0.3333333333333333,0,0,22898.8,22831.68,67.11999999999898,22865.24,-95.68999999999868,62.13000000000102,0.3820224719101123,2.2596576144240674,2.441143072270057,27.495315929018066,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-10_1630,2025-07-10 17:10:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,22782.147304334976,22815.925064332023,22835.11394113372,22825.15101207808,22717.43890625734,28.485205658089463,0.1252039165580906,1.6182437101653298,0.0,0.3333333333333333,0,0,22898.8,22831.68,67.11999999999898,22865.24,-125.1875,0.0,0.816497175141266,0.0,3.0145639863997853,22.265243100763847,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-10_1630,2025-07-10 18:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,22809.954192892656,22800.94245805515,22811.231303553624,22818.429351290422,22718.62190221497,18.485551944326705,0.0809794162223264,0.7590702325129774,0.0,0.6666666666666666,0,0,22898.8,22831.68,67.11999999999898,22865.24,-33.55999999999767,55.20000000000073,0.5641240569991974,2.218925635024251,2.6980849388192665,24.87690399745976,0,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-22_0300,2025-07-22 03:20:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23194.5273917889,23191.85989119601,23182.18650221649,23037.936406213623,22813.856889848583,5.588571346166089,0.0240869565145844,1.070014916628608,0.5,1.0,0,1,23198.78,23188.15,10.62999999999738,23193.465,8.18500000000131,2.87000000000262,0.6730434782613252,0.5135480648326191,1.9020961425659968,5.588571346166089,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-22_0300,2025-07-22 03:30:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23196.6023307449,23193.34040594712,23183.589593164856,23041.15455960164,22813.856889848583,5.3860824777866245,0.0232169735538608,1.039628527660322,0.5,1.0,0,1,23198.78,23188.15,10.62999999999738,23193.465,5.31499999999869,2.87000000000262,0.6730434782613252,0.5135480648326191,1.9020961425659968,5.588571346166089,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-22_0300,2025-07-22 04:10:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23188.99806322611,23190.29746109008,23184.74252451204,23052.43760311162,22817.77522925308,6.305118741089856,0.0271855556704416,1.1524931113059609,0.0,0.6666666666666666,0,0,23198.78,23188.15,10.62999999999738,23193.465,-7.342500000002474,0.0,0.4733333333327512,0.0,2.0413756996407697,5.2072727239126,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-07-22_0300,2025-07-22 04:25:00,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,23189.950848371773,23190.38154852748,23185.39370292208,23056.51585510281,22817.77522925308,6.749583962717997,0.0290995817279491,1.1677254101189938,0.0,0.6666666666666666,0,0,23198.78,23188.15,10.62999999999738,23193.465,-3.405000000002474,0.0,0.6875,0.0,1.6275964639049365,6.531102908944543,1,1,1,UT100,reversal_failed_move,WIN,2.0,1
2025-07-22_1000,2025-07-22 10:55:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23168.27817243721,23167.362744005724,23166.09472756395,23116.92608480589,22837.80612916288,12.768910200062567,0.05516376092596,1.6763091936887808,0.0,1.0,0,0,23189.15,23152.9,36.25,23171.025,-23.74500000000262,5.620000000002619,0.3722627737226277,0.440131531348312,2.8389266924143906,12.768910200062567,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-22_1000,2025-07-22 11:05:00,,,1.0,1.0,,1.0,,,-1.0,-1.0,,-1.0,,,1.0,1.0,,1.0,,,0.0,0.0,,0.0,23161.91883035982,23164.43516033531,23164.89117296464,23117.58920285137,22840.60935175827,14.82429255026917,0.0640295148048882,1.7328286246131344,0.0,0.3333333333333333,0,0,23189.15,23152.9,36.25,23171.025,-18.125,5.620000000002619,0.3722627737226277,0.440131531348312,2.8389266924143906,12.768910200062567,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-22_1630,2025-07-22 16:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23136.923920373018,23153.68745272297,23154.727164294865,23132.741223080546,22854.244517102165,28.34699856565496,0.1229476671762412,2.4094130341026245,0.0,0.3333333333333333,0,0,23191.53,23101.9,89.62999999999738,23146.715,-90.56499999999868,45.75,0.9718796992480808,1.61392748138882,3.1618867793852616,28.34699856565496,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-22_1630,2025-07-22 17:10:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23046.44607822784,23094.967818345107,23126.17647366012,23126.09220875244,22856.37700946931,37.86300357325142,0.164436299118522,1.973287107382856,0.0,0.3333333333333333,0,0,23191.53,23101.9,89.62999999999738,23146.715,-136.6150000000016,0.0,0.9718796992480808,0.0,3.1618867793852616,28.34699856565496,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-23_0300,2025-07-23 03:20:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23080.85333570436,23074.216202637363,23066.38635573036,23082.55112326203,22874.09526136468,13.684237525198832,0.0593154375464833,1.0832513362804204,0.0,1.0,0,0,23115.28,23073.4,41.87999999999738,23094.34,-20.93999999999869,4.120000000002619,0.6705263157897494,0.2778533411624946,2.8243927009410554,14.827966375229424,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-23_0300,2025-07-23 03:45:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23066.005598643605,23068.25554665128,23064.9350114072,23081.36948772557,22874.09526136468,12.026702832518582,0.0521488024276809,0.8579815849173328,0.0,0.6666666666666666,0,0,23115.28,23073.4,41.87999999999738,23094.34,-35.655000000002474,0.0,0.6705263157897494,0.0,2.8243927009410554,14.827966375229424,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-07-23_1000,2025-07-23 10:30:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23108.895837566488,23106.94221020674,23100.236217121343,23089.373187976704,22889.416433107643,10.133139006383754,0.043871815381481,1.4133750899746933,0.0,1.0,0,0,23122.4,23109.4,13.0,23115.9,-6.5,2.75,0.3333333333333333,0.2985209599199604,1.411189992348904,9.212083468903929,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-23_1000,2025-07-23 10:40:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23106.65733604256,23106.174553889865,23100.40644264066,23089.631385784152,22889.416433107643,9.9138688536841,0.0429080794709524,1.3233657938868242,0.0,1.0,0,0,23122.4,23109.4,13.0,23115.9,-15.49750000000131,0.0,0.3333333333333333,0.0,1.411189992348904,9.212083468903929,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-23_1000,2025-07-23 11:25:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23115.752077583133,23111.292912831846,23104.53288890659,23091.685126282537,22891.79069745483,8.672716775700938,0.0375066406423905,1.0044376069627508,0.0,1.0,0,0,23122.4,23109.4,13.0,23115.9,6.5,0.25,0.3635161929941145,0.0272306621907613,1.4159944339195911,9.180827048885291,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-07-23_1000,2025-07-23 12:35:00,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,23116.018586164457,23116.076705855896,23110.509688237405,23095.225260258925,22894.06422285329,6.493794084120197,0.0280952069377554,0.8166529022658674,0.0,0.6666666666666666,0,0,23122.4,23109.4,13.0,23115.9,-4.965000000003784,0.0,0.9049773755659684,0.0,1.9073106592844915,6.815879697792294,1,1,1,UT100,reversal_failed_move,WIN,2.0,1
2025-07-23_1630,2025-07-23 17:05:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23041.610001796034,23065.02822785633,23085.137662925823,23094.02177517928,22902.763655706844,29.340864842353582,0.1274697728391972,1.7203948328361531,0.0,0.3333333333333333,0,0,23111.9,23031.9,80.0,23071.9,-40.0,17.12000000000262,0.7728419989904239,0.5903213894386831,2.7585111656009005,29.001151417334643,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-23_1630,2025-07-23 17:20:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23029.80952091957,23052.868428141493,23077.269204194166,23091.69379627888,22902.763655706844,28.831354091452184,0.1251896061964519,1.4581732075625906,0.0,0.3333333333333333,0,0,23111.9,23031.9,80.0,23071.9,-56.46749999999884,0.0,0.7728419989904239,0.0,2.7585111656009005,29.001151417334643,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-24_0300,2025-07-24 03:35:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23249.11360897198,23245.448594737387,23222.596944138862,23148.25770312482,22926.629097100467,6.846642242304165,0.0294447955090541,0.8690863344569416,0.5,1.0,0,1,23251.74,23233.59,18.15000000000145,23242.665,9.805000000000293,0.7299999999995634,0.4933628318582628,0.1066216072294569,2.650934481117749,6.846642242304165,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-24_0300,2025-07-24 03:40:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23250.438887177585,23246.384177033982,23223.896671819697,23149.32717871562,22926.629097100467,6.787089943330471,0.029184579563284,0.8736514993222402,0.5,1.0,0,1,23251.74,23233.59,18.15000000000145,23242.665,9.075000000000728,0.7299999999995634,0.4933628318582628,0.1066216072294569,2.650934481117749,6.846642242304165,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-24_1000,2025-07-24 10:55:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23213.189876942568,23215.730620878847,23223.45630599118,23198.1628009504,22947.358672135604,7.515339820312474,0.0323644246878038,1.0742231129437911,0.0,0.3333333333333333,0,0,23214.49,23204.11,10.38000000000102,23209.300000000003,11.68999999999869,6.5,0.7854077253219152,0.8648976833265462,1.3811750696816043,7.515339820312474,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-24_1000,2025-07-24 11:00:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23211.29990155405,23214.640564435314,23222.683117520937,23198.218295468305,22950.29281470142,9.446627844270813,0.0407116604662472,1.3215282117343403,0.0,0.3333333333333333,0,0,23214.49,23204.11,10.38000000000102,23209.300000000003,5.18999999999869,6.5,0.7854077253219152,0.8648976833265462,1.3811750696816043,7.515339820312474,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-24_1000,2025-07-24 11:10:00,,,,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,23214.0423369946,23215.33402019448,23222.362516404373,23198.61885742532,22950.29281470142,10.288356025252272,0.0443027087329134,1.365743194337819,0.0,0.3333333333333333,0,0,23214.49,23204.11,10.38000000000102,23209.300000000003,4.307499999998981,0.0,0.7597254004576499,0.0,1.0988047979783897,9.446627844270813,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-07-24_1630,2025-07-24 17:05:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23202.85280825904,23209.485980573383,23217.730490819165,23211.581910711684,22966.23635050104,28.31262828140748,0.1221387977127846,1.6325501352905571,0.0,0.3333333333333333,0,0,23249.08,23184.7,64.38000000000102,23216.89,-36.18999999999869,4.0,0.3778417266187343,0.1412797130751279,2.2738969819442194,28.31262828140748,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-24_1630,2025-07-24 17:10:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23194.77224660724,23205.20998233944,23215.5626284341,23211.09303597824,22966.23635050104,29.88827784388662,0.1290376356727661,1.6321777712219951,0.0,0.3333333333333333,0,0,23249.08,23184.7,64.38000000000102,23216.89,-32.18999999999869,4.0,0.3778417266187343,0.1412797130751279,2.2738969819442194,28.31262828140748,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-24_1630,2025-07-24 17:30:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23187.71410421033,23198.08755026258,23210.70552566577,23209.979943884,22966.23635050104,25.50042673578769,0.1099881677821481,1.1835620488981915,0.0,0.3333333333333333,0,0,23249.08,23184.7,64.38000000000102,23216.89,-34.84249999999884,0.0,0.3778417266187343,0.0,2.2738969819442194,28.31262828140748,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-07-25_0300,2025-07-25 04:35:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23271.68554563423,23268.210201731592,23261.20450337921,23238.94755281529,22993.01468543137,5.800759181730991,0.0249212042314575,0.8648986386339524,0.5,1.0,0,1,23275.53,23256.15,19.37999999999738,23265.84,10.56000000000131,0.8700000000026193,0.6,0.1499803685597933,3.3409420030800594,5.800759181730991,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-25_0300,2025-07-25 04:40:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23273.678436507387,23269.432001574176,23262.006287560416,23239.372452787284,22993.01468543137,7.060657957500192,0.030327137284085,1.0496387547602246,0.0,1.0,0,0,23275.53,23256.15,19.37999999999738,23265.84,9.68999999999869,0.8700000000026193,0.6,0.1499803685597933,3.3409420030800594,5.800759181730991,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-07-25_1000,2025-07-25 10:15:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23242.865318824857,23251.638152346204,23260.47712660264,23253.18969394934,23008.348029613888,7.920059235825052,0.0340931452018133,1.5673186819457012,0.0,0.3333333333333333,0,0,23248.9,23231.53,17.37000000000262,23240.215,-9.56499999999869,0.8799999999973807,0.2266666666664172,0.1111102800869025,2.1931654149040143,7.920059235825052,0,0,1,UT100,baseline_breakout,WIN,2.0,1
2025-07-25_1000,2025-07-25 10:20:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23239.048255059886,23249.105593042004,23259.03802359861,23252.897060178704,23008.348029613888,8.797384671048379,0.0378809335562444,1.669242140957884,0.0,0.3333333333333333,0,0,23248.9,23231.53,17.37000000000262,23240.215,-8.68500000000131,0.8799999999973807,0.2266666666664172,0.1111102800869025,2.1931654149040143,7.920059235825052,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-07-25_1000,2025-07-25 11:35:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23224.95611401293,23229.12583644111,23242.42717345949,23248.58482736663,23010.55133280181,9.389312252521476,0.0404153758949238,1.043822127163099,0.0,0.3333333333333333,0,0,23248.9,23231.53,17.37000000000262,23240.215,-10.657499999997526,0.0,1.0,0.0,1.671147629829737,10.394054774067056,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-07-25_1630,2025-07-25 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23222.18635392482,23223.42584241081,23227.071681606223,23238.644490416304,23021.3738316926,19.137220717788264,0.0823490563027832,1.8588466278662483,0.0,0.3333333333333333,0,0,23233.03,23186.28,46.75,23209.655,29.49500000000262,6.120000000002619,0.9891304347826086,0.3197956532065291,2.442883461993274,19.137220717788264,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-07-25_1630,2025-07-25 16:50:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23227.45508313986,23225.70803855528,23227.913184288333,23238.742853695745,23021.3738316926,20.08559128874983,0.0863951023516318,1.8308032635151583,0.0,0.6666666666666666,0,0,23233.03,23186.28,46.75,23209.655,23.375,6.120000000002619,0.9891304347826086,0.3197956532065291,2.442883461993274,19.137220717788264,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-07-28_0300,2025-07-28 03:15:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23392.19366334178,23382.596621557088,23355.370025081786,23296.643067525267,23051.62387109517,9.55753380456663,0.0408482638408841,0.8497744377756989,0.5,1.0,0,1,23392.78,23381.9,10.87999999999738,23387.34,10.31000000000131,4.870000000002619,0.6020512820515507,0.5095456735581425,1.138368979118742,9.55753380456663,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-07-28_0300,2025-07-28 03:25:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23393.687944538746,23385.00051368354,23358.53207620968,23298.62071773145,23051.62387109517,8.627658724318936,0.0368783740230517,0.80900379324114,0.5,1.0,0,1,23392.78,23381.9,10.87999999999738,23387.34,5.43999999999869,4.870000000002619,0.6020512820515507,0.5095456735581425,1.138368979118742,9.55753380456663,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-07-28_1000,2025-07-28 10:30:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23406.53196026478,23414.18667101663,23413.43828082523,23363.28618542349,23075.97107885841,7.421868423756476,0.0317271757514774,1.2731015627787334,0.0,0.6666666666666666,0,0,23421.4,23400.4,21.0,23410.9,-18.12000000000262,7.620000000002619,0.8365217391306625,1.0266956465587491,2.8294761913026667,7.421868423756476,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-07-28_1000,2025-07-28 10:50:00,,,1.0,0.0,,1.0,,,-1.0,2.0,,-1.0,,,1.0,1.0,,1.0,,,0.0,1.0,,0.0,23401.322050924457,23408.80022608881,23411.00509094106,23364.603177632107,23075.97107885841,7.47097252446244,0.0319219126917412,1.1778097468944226,0.0,0.3333333333333333,0,0,23421.4,23400.4,21.0,23410.9,-10.5,7.620000000002619,0.8365217391306625,1.0266956465587491,2.8294761913026667,7.421868423756476,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-07-28_1630,2025-07-28 16:50:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23351.872289838386,23353.099360517816,23361.975439480448,23365.8587288032,23093.241589901056,19.682191252455976,0.0842355819438191,1.788974509328661,0.0,0.3333333333333333,0,0,23361.4,23322.15,39.25,23341.775,23.875,4.25,0.3056975894814981,0.2159312418768249,1.9941885279212657,19.682191252455976,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-07-28_1630,2025-07-28 16:55:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23357.353831870707,23355.47941865256,23362.6540496969,23365.992273790227,23093.241589901056,19.708565752128163,0.0842992844609764,1.7008204082294038,0.0,0.6666666666666666,0,0,23361.4,23322.15,39.25,23341.775,19.625,4.25,0.3056975894814981,0.2159312418768249,1.9941885279212657,19.682191252455976,0,1,1,UT100,pullback_only,LOSS,-1.0,0
